system:index,Dormancy,EVI_Amplitude,EVI_Area,EVI_Minimum,Greenup,Maturity,MidGreendown,MidGreenup,Peak,Senescence,bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,census_date,country_iso3,elevation,hnd,latitude_of_centre,longitude_of_centre,plot_area,plot_id,plot_shape,tpi,wetmonths_era,.geo
00000000000000000119_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.536855,32.907947,0.125663706143592,MAR_318,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011a_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.534703,32.921217,0.125663706143592,MAR_319,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011b_0_0,17315.7,2521.2,168.4,2034.9,17070.3,17146.8,17250.6,17110.5,17173.0,17198.5,244.0,142.0,61.0,3084.0,346.0,114.0,232.0,277.0,215.0,277.0,200.0,511.0,102.0,4.0,85.0,293.0,21.0,293.0,23.0,2014,MOZ,100,2.199997,-23.530021,32.892622,0.125663706143592,MAR_320,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011c_0_0,17315.7,2521.2,168.4,2034.9,17070.3,17146.8,17250.6,17110.5,17173.0,17198.5,244.0,142.0,61.0,3084.0,346.0,114.0,232.0,277.0,215.0,277.0,200.0,511.0,102.0,4.0,85.0,293.0,21.0,293.0,23.0,2014,MOZ,100,2.199997,-23.528636,32.886944,0.125663706143592,MAR_321,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011d_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.522791,32.953266,0.125663706143592,MAR_322,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011e_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.517558,32.96438,0.125663706143592,MAR_324,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000011f_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.516842,32.949435,0.125663706143592,MAR_325,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000120_0_0,17315.7,2521.2,168.4,2034.9,17070.3,17146.8,17250.6,17110.5,17173.0,17198.5,244.0,142.0,61.0,3084.0,346.0,114.0,232.0,277.0,215.0,277.0,200.0,511.0,102.0,4.0,85.0,293.0,21.0,293.0,23.0,2014,MOZ,100,2.199997,-23.516209,32.886834,0.125663706143592,MAR_326,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000121_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.515204,32.929925,0.125663706143592,MAR_327,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000122_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.512285,32.92488,0.125663706143592,MAR_328,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000123_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.511228,32.956968,0.125663706143592,MAR_329,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000124_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.510773,32.942426,0.125663706143592,MAR_330,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000125_0_0,17315.7,2521.2,168.4,2034.9,17070.3,17146.8,17250.6,17110.5,17173.0,17198.5,244.0,142.0,61.0,3084.0,346.0,114.0,232.0,277.0,215.0,277.0,200.0,511.0,102.0,4.0,85.0,293.0,21.0,293.0,23.0,2014,MOZ,100,2.199997,-23.508245,32.89352,0.125663706143592,MAR_331,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000126_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.501534,32.922355,0.125663706143592,MAR_332,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000127_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.495954,32.93527,0.125663706143592,MAR_333,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000128_0_0,17342.363636363636,2547.181818181818,188.9090909090909,1972.5454545454545,17099.18181818182,17189.81818181818,17291.363636363636,17135.0,17213.18181818182,17237.909090909092,245.0,142.0,61.0,3048.0,348.0,116.0,232.0,278.0,216.0,278.0,202.0,517.0,104.0,5.0,84.0,299.0,21.0,299.0,23.0,2014,MOZ,85,0.0,-23.488021,32.937064,0.125663706143592,MAR_334,circle,-1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000129_0_0,17540.0,2401.0,170.5,1979.4,17292.4,17374.3,17486.9,17325.6,17398.0,17426.1,245.0,141.0,61.0,3051.0,346.0,116.0,230.0,277.0,216.0,277.0,201.0,510.0,104.0,4.0,87.0,300.0,19.0,300.0,22.0,2014,MOZ,94,1.0,-23.484392,32.955808,0.125663706143592,MAR_335,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012a_0_0,17540.0,2401.0,170.5,1979.4,17292.4,17374.3,17486.9,17325.6,17398.0,17426.1,245.0,141.0,61.0,3051.0,346.0,116.0,230.0,277.0,216.0,277.0,201.0,510.0,104.0,4.0,87.0,300.0,19.0,300.0,22.0,2014,MOZ,94,1.0,-23.483283,32.939799,0.125663706143592,MAR_336,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012b_0_0,17540.0,2401.0,170.5,1979.4,17292.4,17374.3,17486.9,17325.6,17398.0,17426.1,245.0,141.0,61.0,3051.0,346.0,116.0,230.0,277.0,216.0,277.0,201.0,510.0,104.0,4.0,87.0,300.0,19.0,300.0,22.0,2014,MOZ,94,1.0,-23.478295,32.944302,0.125663706143592,MAR_337,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012c_0_0,17540.0,2401.0,170.5,1979.4,17292.4,17374.3,17486.9,17325.6,17398.0,17426.1,245.0,141.0,61.0,3051.0,346.0,116.0,230.0,277.0,216.0,277.0,201.0,510.0,104.0,4.0,87.0,300.0,19.0,300.0,22.0,2014,MOZ,94,1.0,-23.476424,32.954574,0.125663706143592,MAR_338,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012d_0_0,17353.545454545456,2351.7272727272725,162.8181818181818,2556.818181818182,17112.0,17183.18181818182,17288.363636363636,17142.363636363636,17213.272727272728,17240.454545454544,246.0,141.0,61.0,3041.0,346.0,118.0,228.0,278.0,217.0,278.0,202.0,518.0,106.0,4.0,87.0,307.0,19.0,307.0,22.0,2014,MOZ,87,3.5,-23.414513,33.032431,0.125663706143592,MAR_339,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012e_0_0,17353.545454545456,2351.7272727272725,162.8181818181818,2556.818181818182,17112.0,17183.18181818182,17288.363636363636,17142.363636363636,17213.272727272728,17240.454545454544,246.0,141.0,61.0,3041.0,346.0,118.0,228.0,278.0,217.0,278.0,202.0,518.0,106.0,4.0,87.0,307.0,19.0,307.0,22.0,2014,MOZ,87,3.5,-23.407507,33.024319,0.125663706143592,MAR_340,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000012f_0_0,17353.545454545456,2351.7272727272725,162.8181818181818,2556.818181818182,17112.0,17183.18181818182,17288.363636363636,17142.363636363636,17213.272727272728,17240.454545454544,246.0,141.0,61.0,3041.0,346.0,118.0,228.0,278.0,217.0,278.0,202.0,518.0,106.0,4.0,87.0,307.0,19.0,307.0,22.0,2014,MOZ,87,3.5,-23.407084,33.036475,0.125663706143592,MAR_341,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000130_0_0,17353.545454545456,2351.7272727272725,162.8181818181818,2556.818181818182,17112.0,17183.18181818182,17288.363636363636,17142.363636363636,17213.272727272728,17240.454545454544,246.0,141.0,61.0,3041.0,346.0,118.0,228.0,278.0,217.0,278.0,202.0,518.0,106.0,4.0,87.0,307.0,19.0,307.0,22.0,2014,MOZ,87,3.5,-23.402352,33.008711,0.125663706143592,MAR_342,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000131_0_0,17353.545454545456,2351.7272727272725,162.8181818181818,2556.818181818182,17112.0,17183.18181818182,17288.363636363636,17142.363636363636,17213.272727272728,17240.454545454544,246.0,141.0,61.0,3041.0,346.0,118.0,228.0,278.0,217.0,278.0,202.0,518.0,106.0,4.0,87.0,307.0,19.0,307.0,22.0,2014,MOZ,87,3.5,-23.400129,33.041692,0.125663706143592,MAR_343,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000132_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.392543,33.049441,0.125663706143592,MAR_344,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000133_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.389001,32.993724,0.125663706143592,MAR_345,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000135_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.387443,33.052171,0.125663706143592,MAR_347,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000137_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.381652,33.047121,0.125663706143592,MAR_349,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000139_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.380407,33.025597,0.125663706143592,MAR_351,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013b_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.378759,33.057396,0.125663706143592,MAR_353,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013d_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.375828,33.022644,0.125663706143592,MAR_355,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000013f_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.374097,33.006237,0.125663706143592,MAR_357,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000140_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.372017,33.069222,0.125663706143592,MAR_359,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000141_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.371733,33.023199,0.125663706143592,MAR_360,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000142_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.371664,33.061556,0.125663706143592,MAR_361,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000146_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.36974,32.995358,0.125663706143592,MAR_365,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000147_0_0,17554.6,2075.2,135.7,2737.7,17307.7,17387.3,17495.9,17345.0,17409.9,17434.5,246.0,141.0,62.0,3015.0,347.0,120.0,227.0,278.0,218.0,278.0,203.0,521.0,110.0,4.0,90.0,316.0,17.0,316.0,21.0,2014,MOZ,76,0.5,-23.369081,33.083167,0.125663706143592,MAR_366,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000148_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.365492,33.01916,0.125663706143592,MAR_367,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000014c_0_0,17370.727272727272,2345.2727272727275,144.0909090909091,2096.2727272727275,17117.363636363636,17195.636363636364,17303.18181818182,17153.727272727272,17215.909090909092,17241.272727272728,243.0,141.0,61.0,3096.0,343.0,113.0,230.0,276.0,213.0,276.0,199.0,490.0,98.0,3.0,87.0,284.0,17.0,284.0,19.0,2014,MOZ,118,0.0,-23.362488,32.737753,0.125663706143592,MAR_371,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000150_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.350566,33.011742,0.125663706143592,MAR_375,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000151_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.347694,33.00441,0.125663706143592,MAR_376,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000153_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.34398,33.008393,0.125663706143592,MAR_378,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000154_0_0,17543.1,2589.4,167.6,2244.8,17305.5,17383.4,17487.9,17345.1,17405.9,17430.3,246.0,141.0,62.0,2996.0,346.0,119.0,227.0,278.0,218.0,278.0,203.0,511.0,106.0,4.0,89.0,307.0,17.0,307.0,21.0,2014,MOZ,84,1.5,-23.343418,33.018669,0.125663706143592,MAR_379,circle,1,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000157_0_0,17357.18181818182,2166.3636363636365,158.36363636363637,2262.3636363636365,17103.636363636364,17199.727272727272,17296.545454545456,17147.454545454544,17223.18181818182,17248.090909090908,240.0,141.0,60.0,3178.0,341.0,108.0,233.0,274.0,210.0,274.0,195.0,459.0,89.0,2.0,85.0,260.0,16.0,260.0,17.0,2014,MOZ,153,0.69999695,-23.243348,32.53835,0.125663706143592,MAR_382,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000158_0_0,17330.5,2207.1,144.7,1973.9,17078.1,17158.3,17266.6,17112.9,17179.5,17203.5,242.0,141.0,60.0,3154.0,342.0,110.0,232.0,275.0,212.0,275.0,197.0,466.0,92.0,2.0,87.0,267.0,16.0,267.0,17.0,2014,MOZ,133,0.90000916,-23.239398,32.546455,0.125663706143592,MAR_383,circle,-2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000159_0_0,17330.5,2207.1,144.7,1973.9,17078.1,17158.3,17266.6,17112.9,17179.5,17203.5,242.0,141.0,60.0,3154.0,342.0,110.0,232.0,275.0,212.0,275.0,197.0,466.0,92.0,2.0,87.0,267.0,16.0,267.0,17.0,2014,MOZ,133,0.90000916,-23.23146,32.563794,0.125663706143592,MAR_384,circle,-2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015a_0_0,17330.5,2207.1,144.7,1973.9,17078.1,17158.3,17266.6,17112.9,17179.5,17203.5,242.0,141.0,60.0,3154.0,342.0,110.0,232.0,275.0,212.0,275.0,197.0,466.0,92.0,2.0,87.0,267.0,16.0,267.0,17.0,2014,MOZ,133,0.90000916,-23.227436,32.582502,0.125663706143592,MAR_385,circle,-2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015b_0_0,17357.18181818182,2166.3636363636365,158.36363636363637,2262.3636363636365,17103.636363636364,17199.727272727272,17296.545454545456,17147.454545454544,17223.18181818182,17248.090909090908,240.0,141.0,60.0,3178.0,341.0,108.0,233.0,274.0,210.0,274.0,195.0,459.0,89.0,2.0,85.0,260.0,16.0,260.0,17.0,2014,MOZ,153,0.69999695,-23.219442,32.538796,0.125663706143592,MAR_386,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015c_0_0,17357.18181818182,2166.3636363636365,158.36363636363637,2262.3636363636365,17103.636363636364,17199.727272727272,17296.545454545456,17147.454545454544,17223.18181818182,17248.090909090908,240.0,141.0,60.0,3178.0,341.0,108.0,233.0,274.0,210.0,274.0,195.0,459.0,89.0,2.0,85.0,260.0,16.0,260.0,17.0,2014,MOZ,153,0.69999695,-23.218984,32.516059,0.125663706143592,MAR_387,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015d_0_0,17330.5,2207.1,144.7,1973.9,17078.1,17158.3,17266.6,17112.9,17179.5,17203.5,242.0,141.0,60.0,3154.0,342.0,110.0,232.0,275.0,212.0,275.0,197.0,466.0,92.0,2.0,87.0,267.0,16.0,267.0,17.0,2014,MOZ,133,0.90000916,-23.21775,32.558631,0.125663706143592,MAR_388,circle,-2,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015e_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.214641,32.561818,0.125663706143592,MAR_389,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000015f_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.212344,32.518397,0.125663706143592,MAR_390,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000160_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.212465,32.600352,0.125663706143592,MAR_391,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000161_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.206462,32.564528,0.125663706143592,MAR_392,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000162_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.203567,32.590424,0.125663706143592,MAR_393,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000163_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.201,32.59481,0.125663706143592,MAR_394,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000164_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.200658,32.565024,0.125663706143592,MAR_395,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000165_0_0,17395.0,1658.1818181818182,120.9090909090909,2011.5454545454545,17131.636363636364,17211.18181818182,17341.727272727272,17162.363636363636,17239.909090909092,17272.272727272728,241.0,141.0,61.0,3151.0,340.0,109.0,231.0,274.0,211.0,274.0,196.0,449.0,88.0,2.0,86.0,256.0,14.0,256.0,15.0,2014,MOZ,148,1.0999908,-23.195448,32.531999,0.125663706143592,MAR_396,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000166_0_0,17369.81818181818,1928.7272727272727,123.18181818181819,2196.4545454545455,17120.18181818182,17197.81818181818,17309.18181818182,17153.272727272728,17219.636363636364,17245.18181818182,242.0,141.0,60.0,3155.0,342.0,110.0,232.0,275.0,211.0,275.0,197.0,459.0,92.0,2.0,87.0,266.0,14.0,266.0,16.0,2014,MOZ,138,2.800003,-23.186956,32.558806,0.125663706143592,MAR_397,circle,0,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
